Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
5/1/2023,0,1,Wind,121,Monday,May,Spring,1652
5/10/2020,8,9,Wind,131,Sunday,May,Spring,2008
11/1/2025,22,23,Wind,305,Saturday,November,Fall,9691
7/4/2023,23,0,Wind,185,Tuesday,July,Summer,10440
5/13/2023,14,15,Wind,133,Saturday,May,Spring,10482
6/25/2020,9,10,Solar,177,Thursday,June,Summer,2861
1/9/2020,12,13,Wind,9,Thursday,January,Winter,12336
8/28/2024,6,7,Wind,241,Wednesday,August,Summer,2229
2/28/2022,7,8,Wind,59,Monday,February,Winter,3898
7/13/2021,10,11,Wind,194,Tuesday,July,Summer,5260
12/5/2020,17,18,Wind,340,Saturday,December,Winter,6409
3/12/2020,7,8,Wind,72,Thursday,March,Spring,8370
4/30/2021,3,4,Wind,120,Friday,April,Spring,1412
9/18/2022,9,10,Solar,261,Sunday,September,Fall,4392
10/29/2025,9,10,Wind,302,Wednesday,October,Fall,7423
4/16/2023,23,0,Wind,106,Sunday,April,Spring,3665
5/9/2024,23,0,Wind,130,Thursday,May,Spring,5021
9/30/2020,18,19,Wind,274,Wednesday,September,Fall,3257
4/29/2022,17,18,Solar,119,Friday,April,Spring,5493
11/10/2023,9,10,Wind,314,Friday,November,Fall,15079
8/18/2025,0,1,Wind,230,Monday,August,Summer,7156
5/12/2020,7,8,Wind,133,Tuesday,May,Spring,4993
9/3/2022,1,2,Wind,246,Saturday,September,Fall,1685
8/9/2021,18,19,Wind,221,Monday,August,Summer,5509
3/13/2020,13,14,Wind,73,Friday,March,Spring,7874
5/12/2022,18,19,Wind,132,Thursday,May,Spring,3488
8/8/2024,14,15,Solar,221,Thursday,August,Summer,9623
10/30/2025,15,16,Wind,303,Thursday,October,Fall,8417
9/15/2021,23,0,Wind,258,Wednesday,September,Fall,1024
4/12/2024,14,15,Solar,103,Friday,April,Spring,4676
6/9/2020,8,9,Wind,161,Tuesday,June,Summer,3222
11/12/2021,18,19,Wind,316,Friday,November,Fall,4225
3/1/2025,4,5,Wind,60,Saturday,March,Spring,6922
5/21/2022,18,19,Solar,141,Saturday,May,Spring,2628
8/28/2025,1,2,Wind,240,Thursday,August,Summer,2454
7/27/2025,5,6,Wind,208,Sunday,July,Summer,1786
7/20/2021,16,17,Solar,201,Tuesday,July,Summer,5834
6/28/2022,6,7,Wind,179,Tuesday,June,Summer,1388
9/21/2025,4,5,Wind,264,Sunday,September,Fall,5062
11/3/2024,2,3,Wind,308,Sunday,November,Fall,3552
11/19/2024,9,10,Wind,324,Tuesday,November,Fall,18956
10/22/2024,1,2,Wind,296,Tuesday,October,Fall,3568
4/22/2020,18,19,Wind,113,Wednesday,April,Spring,2865
10/13/2023,10,11,Wind,286,Friday,October,Fall,15112
10/12/2023,12,13,Solar,285,Thursday,October,Fall,8411
5/5/2022,14,15,Solar,125,Thursday,May,Spring,6026
12/22/2020,16,17,Wind,357,Tuesday,December,Winter,6752
7/7/2024,10,11,Solar,189,Sunday,July,Summer,5126
4/28/2022,22,23,Wind,118,Thursday,April,Spring,5002
3/19/2022,21,22,Wind,78,Saturday,March,Spring,9680
2/5/2025,19,20,Wind,36,Wednesday,February,Winter,3259
3/30/2020,16,17,Wind,90,Monday,March,Spring,12305
10/6/2024,20,21,Wind,280,Sunday,October,Fall,8224
7/18/2025,23,0,Wind,199,Friday,July,Summer,3802
6/22/2021,13,14,Wind,173,Tuesday,June,Summer,7084
3/9/2025,20,21,Wind,68,Sunday,March,Spring,2682
7/6/2020,3,4,Wind,188,Monday,July,Summer,5654
1/21/2023,0,1,Wind,21,Saturday,January,Winter,5918
10/20/2025,3,4,Wind,293,Monday,October,Fall,11753
5/9/2021,14,15,Wind,129,Sunday,May,Spring,11238
9/10/2023,21,22,Wind,253,Sunday,September,Fall,2358
8/4/2024,6,7,Wind,217,Sunday,August,Summer,1962
2/20/2023,8,9,Wind,51,Monday,February,Winter,3465
10/6/2025,9,10,Solar,279,Monday,October,Fall,4871
10/31/2020,0,1,Wind,305,Saturday,October,Fall,1716
6/2/2022,3,4,Wind,153,Thursday,June,Summer,4245
7/1/2021,20,21,Wind,182,Thursday,July,Summer,1001
10/5/2024,11,12,Solar,279,Saturday,October,Fall,8795
8/21/2023,12,13,Solar,233,Monday,August,Summer,6981
10/31/2023,15,16,Wind,304,Tuesday,October,Fall,10888
12/24/2020,17,18,Wind,359,Thursday,December,Winter,9299
10/29/2024,0,1,Wind,303,Tuesday,October,Fall,2034
1/20/2020,6,7,Wind,20,Monday,January,Winter,5969
7/27/2022,2,3,Wind,208,Wednesday,July,Summer,2863
9/23/2023,22,23,Wind,266,Saturday,September,Fall,1134
5/17/2023,21,22,Wind,137,Wednesday,May,Spring,7154
5/15/2021,13,14,Wind,135,Saturday,May,Spring,10329
10/24/2021,0,1,Wind,297,Sunday,October,Fall,3903
5/23/2025,7,8,Wind,143,Friday,May,Spring,3940
7/31/2023,17,18,Wind,212,Monday,July,Summer,16164
10/11/2023,7,8,Wind,284,Wednesday,October,Fall,2966
5/1/2022,18,19,Solar,121,Sunday,May,Spring,3553
7/10/2025,7,8,Wind,191,Thursday,July,Summer,2663
1/5/2024,5,6,Wind,5,Friday,January,Winter,10179
9/8/2020,0,1,Wind,252,Tuesday,September,Fall,1596
3/23/2023,20,21,Wind,82,Thursday,March,Spring,13963
4/1/2023,2,3,Wind,91,Saturday,April,Spring,16591
2/18/2025,15,16,Wind,49,Tuesday,February,Winter,9155
10/14/2020,12,13,Wind,288,Wednesday,October,Fall,5761
8/21/2024,0,1,Wind,234,Wednesday,August,Summer,7150
11/13/2025,4,5,Wind,317,Thursday,November,Fall,11401
9/19/2022,15,16,Solar,262,Monday,September,Fall,7972
7/26/2023,22,23,Wind,207,Wednesday,July,Summer,2678
1/14/2021,7,8,Wind,14,Thursday,January,Winter,7248
12/1/2020,2,3,Wind,336,Tuesday,December,Winter,7535
2/27/2024,6,7,Wind,58,Tuesday,February,Winter,11867
1/13/2020,5,6,Wind,13,Monday,January,Winter,2719
1/7/2022,0,1,Wind,7,Friday,January,Winter,9092
10/3/2022,15,16,Solar,276,Monday,October,Fall,5116
11/15/2022,0,1,Wind,319,Tuesday,November,Fall,6758
9/1/2022,5,6,Wind,244,Thursday,September,Fall,2865
7/27/2021,2,3,Wind,208,Tuesday,July,Summer,1685
7/11/2021,13,14,Solar,192,Sunday,July,Summer,5042
3/29/2022,10,11,Solar,88,Tuesday,March,Spring,3254
4/3/2024,13,14,Wind,94,Wednesday,April,Spring,18128
4/19/2023,7,8,Wind,109,Wednesday,April,Spring,6823
10/25/2021,3,4,Wind,298,Monday,October,Fall,2690
6/18/2023,20,21,Wind,169,Sunday,June,Summer,4451
2/14/2023,21,22,Wind,45,Tuesday,February,Winter,4662
3/23/2025,22,23,Wind,82,Sunday,March,Spring,1259
6/27/2025,17,18,Solar,178,Friday,June,Summer,9125
8/28/2022,12,13,Solar,240,Sunday,August,Summer,8898
7/11/2023,5,6,Wind,192,Tuesday,July,Summer,1999
9/9/2020,8,9,Wind,253,Wednesday,September,Fall,1078
6/28/2024,18,19,Solar,180,Friday,June,Summer,4290
7/29/2020,9,10,Solar,211,Wednesday,July,Summer,2120
7/9/2023,16,17,Solar,190,Sunday,July,Summer,6674
3/16/2024,18,19,Wind,76,Saturday,March,Spring,1211
5/14/2023,10,11,Solar,134,Sunday,May,Spring,6013
6/13/2025,2,3,Wind,164,Friday,June,Summer,1801
11/9/2022,5,6,Wind,313,Wednesday,November,Fall,8441
4/6/2022,6,7,Wind,96,Wednesday,April,Spring,5141
8/8/2025,15,16,Solar,220,Friday,August,Summer,4706
10/4/2025,7,8,Wind,277,Saturday,October,Fall,17338
10/25/2020,2,3,Wind,299,Sunday,October,Fall,10696
7/18/2021,8,9,Wind,199,Sunday,July,Summer,4398
8/13/2021,18,19,Solar,225,Friday,August,Summer,2862
11/4/2023,22,23,Wind,308,Saturday,November,Fall,14865
10/27/2020,20,21,Wind,301,Tuesday,October,Fall,10606
3/5/2023,21,22,Wind,64,Sunday,March,Spring,1000
11/14/2022,0,1,Wind,318,Monday,November,Fall,3434
9/10/2020,22,23,Wind,254,Thursday,September,Fall,2229
4/20/2024,15,16,Wind,111,Saturday,April,Spring,8412
2/15/2021,11,12,Wind,46,Monday,February,Winter,12188
4/24/2024,11,12,Wind,115,Wednesday,April,Spring,9813
3/14/2023,9,10,Wind,73,Tuesday,March,Spring,17911
2/8/2022,16,17,Wind,39,Tuesday,February,Winter,4263
1/8/2025,15,16,Wind,8,Wednesday,January,Winter,12406
12/4/2023,2,3,Wind,338,Monday,December,Winter,13067
6/29/2025,21,22,Wind,180,Sunday,June,Summer,2788
11/21/2025,0,1,Wind,325,Friday,November,Fall,4327
7/18/2021,11,12,Solar,199,Sunday,July,Summer,7976
12/18/2024,5,6,Wind,353,Wednesday,December,Winter,13902
12/28/2024,11,12,Solar,363,Saturday,December,Winter,4030
8/4/2020,13,14,Solar,217,Tuesday,August,Summer,5530
9/21/2024,11,12,Solar,265,Saturday,September,Fall,7327
3/25/2020,2,3,Wind,85,Wednesday,March,Spring,6439
5/9/2021,17,18,Wind,129,Sunday,May,Spring,11507
7/30/2023,17,18,Wind,211,Sunday,July,Summer,12058
7/4/2022,13,14,Solar,185,Monday,July,Summer,5745
7/5/2021,9,10,Wind,186,Monday,July,Summer,4747
2/13/2023,13,14,Solar,44,Monday,February,Winter,6722
9/27/2020,5,6,Wind,271,Sunday,September,Fall,11489
8/26/2025,22,23,Wind,238,Tuesday,August,Summer,2770
1/28/2025,19,20,Wind,28,Tuesday,January,Winter,19186
9/5/2023,20,21,Wind,248,Tuesday,September,Fall,1711
6/6/2020,19,20,Wind,158,Saturday,June,Summer,7194
9/21/2023,0,1,Wind,264,Thursday,September,Fall,11271
1/6/2021,4,5,Wind,6,Wednesday,January,Winter,1309
6/21/2021,17,18,Solar,172,Monday,June,Summer,4642
4/30/2020,1,2,Wind,121,Thursday,April,Spring,6717
12/5/2024,6,7,Wind,340,Thursday,December,Winter,11663
8/11/2022,6,7,Wind,223,Thursday,August,Summer,4434
4/3/2023,17,18,Wind,93,Monday,April,Spring,10376
10/9/2024,2,3,Wind,283,Wednesday,October,Fall,11147
11/5/2021,14,15,Solar,309,Friday,November,Fall,3837
2/19/2020,15,16,Wind,50,Wednesday,February,Winter,7030
3/21/2024,15,16,Solar,81,Thursday,March,Spring,6064
5/4/2021,3,4,Wind,124,Tuesday,May,Spring,13060
7/20/2020,2,3,Wind,202,Monday,July,Summer,2745
4/21/2020,12,13,Wind,112,Tuesday,April,Spring,5274
9/28/2021,22,23,Wind,271,Tuesday,September,Fall,5083
11/16/2023,8,9,Wind,320,Thursday,November,Fall,8890
11/16/2023,10,11,Wind,320,Thursday,November,Fall,10601
9/5/2021,12,13,Solar,248,Sunday,September,Fall,4826
10/30/2024,10,11,Solar,304,Wednesday,October,Fall,4815
10/14/2021,7,8,Wind,287,Thursday,October,Fall,1998
11/27/2024,11,12,Wind,332,Wednesday,November,Fall,18995
7/19/2022,14,15,Solar,200,Tuesday,July,Summer,11456
3/18/2020,7,8,Wind,78,Wednesday,March,Spring,920
8/2/2020,20,21,Wind,215,Sunday,August,Summer,3476
10/8/2023,22,23,Wind,281,Sunday,October,Fall,914
1/18/2021,0,1,Wind,18,Monday,January,Winter,2046
5/1/2023,5,6,Wind,121,Monday,May,Spring,2281
3/27/2023,13,14,Solar,86,Monday,March,Spring,7984
9/12/2024,17,18,Wind,256,Thursday,September,Fall,9890
6/27/2021,11,12,Solar,178,Sunday,June,Summer,2797
4/29/2023,10,11,Solar,119,Saturday,April,Spring,3294
2/14/2020,20,21,Wind,45,Friday,February,Winter,5101
5/28/2020,20,21,Wind,149,Thursday,May,Spring,4584
10/23/2020,21,22,Wind,297,Friday,October,Fall,5272
2/9/2021,11,12,Wind,40,Tuesday,February,Winter,3261
5/18/2020,17,18,Solar,139,Monday,May,Spring,4683
2/16/2020,5,6,Wind,47,Sunday,February,Winter,11933
1/17/2021,5,6,Wind,17,Sunday,January,Winter,5132
8/22/2020,15,16,Wind,235,Saturday,August,Summer,11377
12/2/2023,15,16,Wind,336,Saturday,December,Winter,3287
11/19/2024,6,7,Wind,324,Tuesday,November,Fall,17507
1/20/2022,23,0,Wind,20,Thursday,January,Winter,5476
8/12/2021,4,5,Wind,224,Thursday,August,Summer,537
4/12/2022,23,0,Wind,102,Tuesday,April,Spring,2391
9/20/2024,1,2,Wind,264,Friday,September,Fall,6934
7/24/2020,6,7,Wind,206,Friday,July,Summer,1623
7/31/2023,8,9,Wind,212,Monday,July,Summer,10483
5/7/2021,15,16,Solar,127,Friday,May,Spring,5300
6/19/2022,15,16,Wind,170,Sunday,June,Summer,12780
4/26/2020,21,22,Wind,117,Sunday,April,Spring,507
5/2/2023,9,10,Solar,122,Tuesday,May,Spring,5328
11/6/2021,10,11,Solar,310,Saturday,November,Fall,4862
1/11/2022,9,10,Wind,11,Tuesday,January,Winter,3441
5/26/2023,12,13,Solar,146,Friday,May,Spring,12036
9/22/2024,9,10,Wind,266,Sunday,September,Fall,3944
9/4/2023,9,10,Wind,247,Monday,September,Fall,7654
5/3/2022,0,1,Wind,123,Tuesday,May,Spring,5334
6/15/2025,12,13,Solar,166,Sunday,June,Summer,3841
12/18/2021,6,7,Wind,352,Saturday,December,Winter,6087
8/2/2021,11,12,Solar,214,Monday,August,Summer,4320
8/16/2025,6,7,Wind,228,Saturday,August,Summer,7143
6/29/2025,14,15,Solar,180,Sunday,June,Summer,4565
2/21/2022,7,8,Wind,52,Monday,February,Winter,14866
6/7/2025,21,22,Wind,158,Saturday,June,Summer,11062
4/20/2025,15,16,Wind,110,Sunday,April,Spring,4558
7/23/2023,2,3,Wind,204,Sunday,July,Summer,9075
2/21/2025,15,16,Wind,52,Friday,February,Winter,15714
10/19/2022,19,20,Wind,292,Wednesday,October,Fall,7944
1/27/2024,0,1,Wind,27,Saturday,January,Winter,1873
2/11/2021,8,9,Wind,42,Thursday,February,Winter,6113
2/13/2023,21,22,Wind,44,Monday,February,Winter,2677
12/6/2024,8,9,Wind,341,Friday,December,Winter,13192
1/29/2023,5,6,Wind,29,Sunday,January,Winter,1135
4/22/2023,5,6,Wind,112,Saturday,April,Spring,4828
2/14/2025,16,17,Wind,45,Friday,February,Winter,7129
10/24/2021,23,0,Wind,297,Sunday,October,Fall,3283
9/29/2025,8,9,Wind,272,Monday,September,Fall,2578
1/20/2020,10,11,Wind,20,Monday,January,Winter,6095
1/26/2022,13,14,Solar,26,Wednesday,January,Winter,3768
4/6/2020,0,1,Wind,97,Monday,April,Spring,7724
1/31/2020,3,4,Wind,31,Friday,January,Winter,7998
8/31/2022,5,6,Wind,243,Wednesday,August,Summer,2234
4/1/2023,1,2,Wind,91,Saturday,April,Spring,16915
11/1/2022,15,16,Wind,305,Tuesday,November,Fall,13662
7/30/2024,22,23,Wind,212,Tuesday,July,Summer,2503
4/8/2025,19,20,Wind,98,Tuesday,April,Spring,2749
9/10/2024,20,21,Wind,254,Tuesday,September,Fall,11651
10/31/2020,9,10,Wind,305,Saturday,October,Fall,8194
5/7/2024,9,10,Solar,128,Tuesday,May,Spring,5090
4/19/2021,0,1,Wind,109,Monday,April,Spring,1780
3/12/2023,18,19,Wind,71,Sunday,March,Spring,9795
11/19/2023,9,10,Wind,323,Sunday,November,Fall,13588
2/14/2023,14,15,Solar,45,Tuesday,February,Winter,6281
10/8/2020,23,0,Wind,282,Thursday,October,Fall,3679
12/4/2024,18,19,Wind,339,Wednesday,December,Winter,3938
8/2/2022,5,6,Wind,214,Tuesday,August,Summer,1216
9/5/2021,2,3,Wind,248,Sunday,September,Fall,570
1/3/2024,20,21,Wind,3,Wednesday,January,Winter,17729
6/2/2023,11,12,Solar,153,Friday,June,Summer,10821
12/5/2024,14,15,Wind,340,Thursday,December,Winter,16998
5/29/2022,2,3,Wind,149,Sunday,May,Spring,6015
8/3/2023,17,18,Wind,215,Thursday,August,Summer,9503
8/31/2020,11,12,Solar,244,Monday,August,Summer,4591
1/27/2021,13,14,Wind,27,Wednesday,January,Winter,5439
8/1/2020,8,9,Wind,214,Saturday,August,Summer,2389
7/13/2021,5,6,Wind,194,Tuesday,July,Summer,2739
12/5/2021,4,5,Wind,339,Sunday,December,Winter,7154
11/4/2022,20,21,Wind,308,Friday,November,Fall,6038
10/10/2022,11,12,Solar,283,Monday,October,Fall,4346
12/8/2023,6,7,Wind,342,Friday,December,Winter,4441
11/19/2023,23,0,Wind,323,Sunday,November,Fall,12031
2/19/2024,22,23,Wind,50,Monday,February,Winter,4808
3/11/2024,18,19,Wind,71,Monday,March,Spring,6774
12/2/2022,21,22,Wind,336,Friday,December,Winter,6439
9/15/2024,13,14,Solar,259,Sunday,September,Fall,6509
5/13/2025,12,13,Solar,133,Tuesday,May,Spring,4040
8/16/2024,3,4,Wind,229,Friday,August,Summer,3495
7/4/2022,18,19,Solar,185,Monday,July,Summer,4726
12/17/2021,22,23,Wind,351,Friday,December,Winter,7175
5/3/2022,17,18,Wind,123,Tuesday,May,Spring,4686
11/1/2022,19,20,Wind,305,Tuesday,November,Fall,11571
10/23/2025,1,2,Wind,296,Thursday,October,Fall,18781
6/2/2020,7,8,Wind,154,Tuesday,June,Summer,1582
7/30/2023,6,7,Wind,211,Sunday,July,Summer,5034
10/18/2024,10,11,Wind,292,Friday,October,Fall,3726
1/24/2021,17,18,Wind,24,Sunday,January,Winter,7785
6/7/2024,18,19,Solar,159,Friday,June,Summer,3850
9/17/2022,6,7,Wind,260,Saturday,September,Fall,5298
8/1/2023,14,15,Wind,213,Tuesday,August,Summer,16261
8/9/2024,2,3,Wind,222,Friday,August,Summer,4379
4/1/2025,0,1,Wind,91,Tuesday,April,Spring,10918
10/12/2020,8,9,Wind,286,Monday,October,Fall,1885
12/29/2021,17,18,Wind,363,Wednesday,December,Winter,13972
9/20/2025,13,14,Wind,263,Saturday,September,Fall,14676
1/20/2023,11,12,Wind,20,Friday,January,Winter,5568
10/16/2025,3,4,Wind,289,Thursday,October,Fall,4675
10/24/2024,9,10,Wind,298,Thursday,October,Fall,6471
11/19/2021,20,21,Wind,323,Friday,November,Fall,1780
12/16/2021,12,13,Wind,350,Thursday,December,Winter,5603
5/8/2022,7,8,Wind,128,Sunday,May,Spring,3729
11/18/2024,8,9,Wind,323,Monday,November,Fall,8868
7/22/2024,3,4,Wind,204,Monday,July,Summer,3600
11/10/2021,9,10,Solar,314,Wednesday,November,Fall,1404
4/30/2021,21,22,Wind,120,Friday,April,Spring,1194
11/15/2024,23,0,Wind,320,Friday,November,Fall,1734
6/4/2021,5,6,Wind,155,Friday,June,Summer,1719
3/16/2020,22,23,Wind,76,Monday,March,Spring,1639
1/20/2022,20,21,Wind,20,Thursday,January,Winter,5362
3/12/2022,7,8,Wind,71,Saturday,March,Spring,6226
10/29/2025,18,19,Wind,302,Wednesday,October,Fall,8314
9/26/2021,5,6,Wind,269,Sunday,September,Fall,2237
7/8/2022,15,16,Solar,189,Friday,July,Summer,9095
12/4/2021,0,1,Wind,338,Saturday,December,Winter,9482
10/13/2023,23,0,Wind,286,Friday,October,Fall,14400
11/18/2023,22,23,Wind,322,Saturday,November,Fall,12095
11/7/2023,6,7,Wind,311,Tuesday,November,Fall,6851
9/2/2022,19,20,Wind,245,Friday,September,Fall,1443
2/23/2024,9,10,Wind,54,Friday,February,Winter,15039
9/5/2020,4,5,Wind,249,Saturday,September,Fall,2634
11/1/2025,6,7,Wind,305,Saturday,November,Fall,14454
11/18/2025,19,20,Wind,322,Tuesday,November,Fall,7882
5/27/2021,17,18,Solar,147,Thursday,May,Spring,3912
2/11/2021,15,16,Wind,42,Thursday,February,Winter,8683
8/31/2022,20,21,Wind,243,Wednesday,August,Summer,2951
6/21/2023,15,16,Solar,172,Wednesday,June,Summer,4753
8/30/2022,22,23,Wind,242,Tuesday,August,Summer,3271
10/11/2021,20,21,Wind,284,Monday,October,Fall,3153
10/7/2023,23,0,Wind,280,Saturday,October,Fall,3526
8/27/2020,23,0,Wind,240,Thursday,August,Summer,7497
7/22/2021,9,10,Solar,203,Thursday,July,Summer,2992
8/1/2024,1,2,Wind,214,Thursday,August,Summer,1611
6/1/2021,21,22,Wind,152,Tuesday,June,Summer,3763
9/21/2021,14,15,Solar,264,Tuesday,September,Fall,5163
9/9/2024,5,6,Wind,253,Monday,September,Fall,8521
1/31/2025,12,13,Wind,31,Friday,January,Winter,8937
6/3/2025,6,7,Wind,154,Tuesday,June,Summer,2426
6/25/2021,12,13,Solar,176,Friday,June,Summer,5768
6/18/2022,7,8,Wind,169,Saturday,June,Summer,2323
2/26/2023,18,19,Wind,57,Sunday,February,Winter,15728
3/11/2022,21,22,Wind,70,Friday,March,Spring,10519
6/1/2022,17,18,Solar,152,Wednesday,June,Summer,5214
6/19/2022,7,8,Wind,170,Sunday,June,Summer,6948
9/8/2022,10,11,Wind,251,Thursday,September,Fall,8695
8/2/2022,1,2,Wind,214,Tuesday,August,Summer,1310
11/26/2024,1,2,Wind,331,Tuesday,November,Fall,6445
12/13/2023,6,7,Wind,347,Wednesday,December,Winter,7828
7/12/2025,20,21,Wind,193,Saturday,July,Summer,3909
10/16/2022,18,19,Wind,289,Sunday,October,Fall,4704
4/12/2020,21,22,Wind,103,Sunday,April,Spring,2322
12/25/2023,16,17,Wind,359,Monday,December,Winter,12230
6/18/2021,17,18,Wind,169,Friday,June,Summer,9367
10/18/2023,1,2,Wind,291,Wednesday,October,Fall,10499
1/12/2022,11,12,Solar,12,Wednesday,January,Winter,4584
4/29/2023,22,23,Wind,119,Saturday,April,Spring,2714
9/21/2021,23,0,Wind,264,Tuesday,September,Fall,3306
8/8/2023,12,13,Solar,220,Tuesday,August,Summer,9733
8/1/2021,4,5,Wind,213,Sunday,August,Summer,2348
2/10/2020,21,22,Wind,41,Monday,February,Winter,12959
10/31/2020,4,5,Wind,305,Saturday,October,Fall,3069
12/31/2024,17,18,Wind,366,Tuesday,December,Winter,9036
10/28/2023,4,5,Wind,301,Saturday,October,Fall,11930
7/19/2025,1,2,Wind,200,Saturday,July,Summer,4635
9/15/2023,19,20,Wind,258,Friday,September,Fall,2659
7/12/2021,7,8,Wind,193,Monday,July,Summer,2324
11/28/2020,13,14,Wind,333,Saturday,November,Fall,3710
1/10/2023,14,15,Wind,10,Tuesday,January,Winter,15777
12/13/2021,1,2,Wind,347,Monday,December,Winter,1678
12/23/2021,13,14,Wind,357,Thursday,December,Winter,8130
12/13/2024,9,10,Wind,348,Friday,December,Winter,2960
4/19/2022,3,4,Wind,109,Tuesday,April,Spring,2818
8/30/2023,23,0,Wind,242,Wednesday,August,Summer,3483
3/14/2023,22,23,Wind,73,Tuesday,March,Spring,5023
5/6/2022,18,19,Wind,126,Friday,May,Spring,4837
3/23/2025,8,9,Wind,82,Sunday,March,Spring,5996
1/16/2022,3,4,Wind,16,Sunday,January,Winter,1801
8/26/2023,0,1,Wind,238,Saturday,August,Summer,2861
4/17/2025,3,4,Wind,107,Thursday,April,Spring,2565
4/10/2025,10,11,Solar,100,Thursday,April,Spring,10273
8/23/2021,21,22,Wind,235,Monday,August,Summer,5030
11/21/2023,15,16,Wind,325,Tuesday,November,Fall,7176
8/18/2024,19,20,Wind,231,Sunday,August,Summer,5352
11/4/2024,3,4,Wind,309,Monday,November,Fall,2776
8/7/2021,2,3,Wind,219,Saturday,August,Summer,3294
11/27/2022,15,16,Wind,331,Sunday,November,Fall,6839
3/27/2021,2,3,Wind,86,Saturday,March,Spring,9516
3/12/2022,22,23,Wind,71,Saturday,March,Spring,9748
10/17/2025,5,6,Wind,290,Friday,October,Fall,5096
4/10/2025,17,18,Solar,100,Thursday,April,Spring,10743
8/21/2022,0,1,Wind,233,Sunday,August,Summer,791
2/11/2021,6,7,Wind,42,Thursday,February,Winter,5196
3/31/2021,23,0,Wind,90,Wednesday,March,Spring,1435
6/19/2020,6,7,Wind,171,Friday,June,Summer,1906
2/26/2020,13,14,Wind,57,Wednesday,February,Winter,13169
10/21/2023,11,12,Wind,294,Saturday,October,Fall,20374
11/7/2023,8,9,Wind,311,Tuesday,November,Fall,8207
7/29/2025,0,1,Wind,210,Tuesday,July,Summer,3104
2/19/2020,10,11,Wind,50,Wednesday,February,Winter,7379
4/3/2023,13,14,Wind,93,Monday,April,Spring,11458
2/25/2021,19,20,Wind,56,Thursday,February,Winter,1854
2/25/2021,2,3,Wind,56,Thursday,February,Winter,5371
9/28/2024,11,12,Solar,272,Saturday,September,Fall,8533
2/22/2023,14,15,Wind,53,Wednesday,February,Winter,3581
3/5/2025,11,12,Solar,64,Wednesday,March,Spring,9526
9/11/2023,1,2,Wind,254,Monday,September,Fall,2249
12/6/2020,20,21,Wind,341,Sunday,December,Winter,1761
10/3/2025,14,15,Wind,276,Friday,October,Fall,11497
11/28/2022,4,5,Wind,332,Monday,November,Fall,4489
5/3/2020,22,23,Wind,124,Sunday,May,Spring,705
2/19/2021,13,14,Wind,50,Friday,February,Winter,8744
1/16/2020,16,17,Wind,16,Thursday,January,Winter,9123
11/18/2021,13,14,Solar,322,Thursday,November,Fall,3746
12/13/2022,6,7,Wind,347,Tuesday,December,Winter,6219
5/26/2021,12,13,Wind,146,Wednesday,May,Spring,10892
5/28/2020,22,23,Wind,149,Thursday,May,Spring,6074
5/16/2022,22,23,Wind,136,Monday,May,Spring,599
2/8/2021,10,11,Wind,39,Monday,February,Winter,2084
8/25/2022,12,13,Solar,237,Thursday,August,Summer,6443
3/12/2024,0,1,Wind,72,Tuesday,March,Spring,5402
3/8/2022,21,22,Wind,67,Tuesday,March,Spring,5703
4/6/2025,22,23,Wind,96,Sunday,April,Spring,10147
